Ticker,Last Day Closing Price,CCI,% from Average Volume,Previous 3 Days Trend
SOLV,58.150001525878906,-142.52318032811195,-69.91275049588334,mixed
SO,79.2300033569336,56.26087441311527,-69.10343654927084,up
LUV,26.21500015258789,-95.69805722517276,-70.68170638884763,mixed
SWK,85.97000122070312,-63.35807027897946,-80.59618425219016,mixed
SBUX,79.375,103.92876582521433,-43.09366059466151,mixed
STT,74.86000061035156,-62.30544936951781,-72.0670290008342,up
STLD,132.00999450683594,-96.49965554106824,-72.47891442389165,mixed
STE,222.52000427246094,-20.231323396253146,-82.6167534472475,mixed
SYK,340.4599914550781,152.96431425796243,-66.58444965080935,mixed
SMCI,772.1646728515625,-100.674304904971,-3.9643463873956306,down
SYF,43.14500045776367,-82.12836924714139,-72.52283969678354,mixed
SNPS,549.969970703125,-59.96672283185744,-57.62918655367722,down
SYY,71.97989654541016,-130.249480850467,-34.07127335108429,mixed
TMUS,171.13999938964844,220.58615149731136,-56.82196065551446,up
TROW,116.04499816894531,42.58574588031538,-71.7462932026746,mixed
TTWO,158.96499633789062,147.1884007788124,-71.65513102107239,mixed
TPR,42.869998931884766,83.27775078390782,-71.36466950370034,up
TRGP,116.9800033569336,88.41655054321568,-75.67530330678596,mixed
TGT,152.5074005126953,-42.33568584310342,-62.264150860176436,up
TEL,147.05499267578125,-16.07379754885929,-82.34577834881559,down
TDY,393.8699951171875,-38.906722109703,-74.7278499445129,mixed
TFX,206.8000030517578,-5.7593808345064055,-11.226391204487614,mixed
TER,137.0500030517578,51.321585660780016,-50.5006959970455,down
TSLA,175.6300048828125,-7.635616042617465,-64.02807638412153,mixed
TXN,191.86000061035156,10.513449174809232,-50.507248628860225,mixed
TXT,86.8550033569336,-89.71273123317451,-82.73738885999275,mixed
TMO,561.60498046875,-117.12150282647603,-64.85846945714225,mixed
TJX,103.4000015258789,151.5910921213056,-40.08944199595025,mixed
TSCO,281.4549865722656,50.869459990452754,-76.30436890920345,mixed
TT,322.8800048828125,-104.22993400186778,-71.01607261457202,mixed
TDG,1327.739990234375,57.91874875463716,-71.61481992437577,mixed
TRV,212.97500610351562,-78.8442544294157,-79.11953333159929,mixed
TRMB,55.19499969482422,-177.4152471632827,-82.58037200185461,mixed
TFC,37.34000015258789,-147.7355528765183,-70.36804505446698,mixed
TYL,470.69000244140625,-123.83093167946154,-80.66295127532837,mixed
TSN,57.4119987487793,-146.27696772112935,-71.68061445413166,mixed
USB,39.8650016784668,-108.56701747002182,-76.85796780645477,mixed
UBER,63.564998626708984,-92.07584839528099,-79.44982757836388,mixed
UDR,38.314998626708984,-93.04761145568204,-77.74425234974068,mixed
ULTA,388.3800048828125,37.241626025678016,143.43096738936103,mixed
UNP,228.2550048828125,-113.32755601661289,-68.21713664947777,mixed
UAL,52.26150131225586,-44.59986816978976,-55.97664401601844,mixed
UPS,137.7449951171875,-113.95972207485035,-61.24955917251763,mixed
URI,661.5750122070312,-114.08117326831982,-69.42101861541474,mixed
UNH,496.3999938964844,-91.962037245234,-48.69725874088378,mixed
UHS,187.02000427246094,162.62521407982572,-57.26209830881933,up
VLO,156.5659942626953,-91.10736606868727,-51.56687397989332,mixed
VTR,50.060001373291016,177.865034509083,-46.92763763462526,up
VLTO,98.54000091552734,34.30368274823039,-79.44902970328613,mixed
VRSN,171.66000366210938,18.29769666650817,-50.83064998610878,mixed
VRSK,249.86000061035156,26.11471773539489,-69.46843993055388,mixed
VZ,40.775001525878906,117.48582358417573,-68.81089797110621,mixed
VRTX,450.5299987792969,73.07966608301349,-64.49872520813244,mixed
VTRS,10.484999656677246,-95.66867443617883,-72.98073811901187,mixed
VICI,28.43000030517578,-95.73163373882345,-47.158319763126094,mixed
V,269.9200134277344,-106.41759914515531,-61.83320671906325,mixed
VST,98.8499984741211,84.76081715324796,58.431835247236904,mixed
VMC,248.97999572753906,-152.39383823937393,-40.676948686492345,mixed
WRB,80.23500061035156,199.8805093903959,-74.80921215887446,mixed
GWW,904.594970703125,-209.8034595218508,-46.794717506888325,down
WAB,167.33999633789062,15.907079379463623,-58.28824766095166,mixed
WBA,16.075000762939453,-86.68308029184713,-14.04818692962343,mixed
WMT,64.44499969482422,51.762898817382634,-61.011328351967634,mixed
DIS,102.41500091552734,-57.978391020387505,-62.60661787531866,mixed
WBD,8.255000114440918,95.9324813847444,27.195161005708545,mixed
WM,207.4499969482422,-86.67617365841006,-51.11349171064311,mixed
WAT,306.44500732421875,-138.2136092878936,-36.434894751709585,mixed
WEC,80.80999755859375,-96.48867167367882,-29.94912363438203,mixed
WFC,59.14500045776367,-108.71427191895283,-79.08173735366239,mixed
WELL,103.41000366210938,131.39912413272162,-64.08559869778568,up
WST,327.3399963378906,-90.24554258086478,-63.885618834138924,mixed
WDC,74.2300033569336,41.392635692783216,-43.69740291663942,mixed
WRK,53.38999938964844,87.77620928592145,-82.90124970803399,mixed
WY,29.635000228881836,-139.71137799230246,-74.73877162046303,mixed
WMB,41.17499923706055,71.4464575762345,-72.9401639481054,mixed
WTW,254.2550048828125,-12.569673586980013,-71.87603722704742,mixed
WYNN,93.9800033569336,-101.06864519905518,-59.117692548658226,up
XEL,55.10449981689453,-11.309668892083781,-72.67308510308385,up
XYL,138.8800048828125,-90.13485252823587,-58.74013726819697,mixed
YUM,136.35000610351562,-71.3183032517096,-63.66970459967946,mixed
ZBRA,311.07000732421875,-136.79252102287268,-79.40063499824474,down
ZBH,113.87000274658203,-162.40916425807293,-60.66584785312747,down
ZTS,168.7740020751953,-23.016884348619595,-54.484578082722244,mixed
